exercise_id,language_code,concept_id,headword,level,type_title,src,en,v1,v2,lk1,lk2,lk_verdict,lk_reason,voice,agent_nom,subject,embedded_agents,person,number,gender,tf,tense_open,perfective_present,fragment,rewrite_action,rewrite_by,rewrite_text,alt_mapped_groups,flags
7352,sk,566,lungs,B1,Future Continuous,Zajtra o takomto čase bude dýchať znova v tom istom parku.,This time tomorrow she will be breathing in the same park again.,This time tomorrow she will be breathing in the same park again.,,will be breathing,,exact,future continuous phrase correct,active_prodrop,False,,,3sg,sg,,future,False,False,False,U,script,Zajtra o takomto čase bude dýchať znova v tom istom parku.,,
7383,sk,566,lungs,B2,All Future Tenses,Pozri na ten balón — o dve sekundy praskne,Look at that balloon — it is going to burst in about two seconds.,Look at that balloon — it is going to burst in about two seconds.,,is going to burst,,exact,full be-going-to verb phrase,active_prodrop,False,,,3sg,sg,,future,False,True,False,R,model,Pozri na ten balón — o dve sekundy on praskne,look_at_watch|look_glance_peek|look_seem_appear|look_style|leave_go|travel_go|moment_minute_second,
24284,sk,1936,stretch,A1,Wh- questions,Kde sa naťahujú? V brezovom parku.,Where do they stretch? In a birch park.,Where do they stretch? In a birch park.,Where are they stretching? In a birch park.,Where,Where,exact,wh-word is the tested target,active_prodrop,False,,,3pl,pl,,present,True,True,False,R,model,Kde sa oni naťahujú? V brezovom parku.,stretch_extend,
24296,sk,1936,stretch,A2,"There is, are",Na brezovej ceste sú dvaja bežci.,There are two runners on the birch path.,There are two runners on the birch path.,,are,,exact,existential copula is the target,active_agent,True,dvaja bežci,,2pl,pl,m,present,False,False,False,U,model,Na brezovej ceste sú dvaja bežci.,trail_path_footpath,
36739,sk,2922,appetite,B1,Past Simple or Continuos,"Dojedal si jablko, keď prišiel ten obrí burger, a úprimne, tvoja chuť do jedla je ikonická.","You were finishing the apple when that giant burger arrived, and honestly, your appetite is iconic.","You were finishing the apple when that giant burger arrived, and honestly, your appetite is iconic.",,were finishing,,exact,past continuous phrase correct,active_prodrop,False,,ten obrí burger,2sg,sg,m,past,False,False,False,R,model,"Ty si dojedal jablko, keď prišiel ten obrí burger, a úprimne, tvoja chuť do jedla je ikonická.",end_finish|finish_complete|huge_gigantic|arrive_come|honest_truthful,
36748,sk,2922,appetite,B2,Articles advanced,Po jednom hryze obrieho burgera má dnes obrovskú chuť do jedla.,"After one bite of the giant burger, he has an enormous appetite today.","After one bite of the giant burger, he has an enormous appetite today.",,an enormous appetite,,exact,article plus noun phrase target,active_prodrop,False,,,3sg,sg,,present,False,False,False,U,script,Po jednom hryze obrieho burgera má dnes obrovskú chuť do jedla.,chew_bite|snack_bite|huge_gigantic|huge_gigantic,
33951,sk,2587,modern,A1,Wh- questions,Kde je moderná veža? Vedľa starého tehlového domu.,Where is the modern tower? Next to the old brick block.,Where is the modern tower? Next to the old brick block.,,Where,,exact,correct wh-word target,active_agent,True,moderná veža,,3sg,sg,f,present,False,False,False,U,model,Kde je moderná veža? Vedľa starého tehlového domu.,near_beside|next_following|then_after_that|old_ancient|old_elderly,
33954,sk,2587,modern,A2,Adverb formation,"Hádaj čo, počula som, že tie moderné dvere sa točia tak pomaly.","Guess what, I heard the modern door turns so slowly.","Guess what, I heard the modern door turns so slowly.",,slowly,,exact,correct adverb target,active_prodrop,False,,tie moderné dvere,1sg,sg,f,past,False,False,False,R,model,"Hádaj čo, ja som počula, že tie moderné dvere sa točia tak pomaly.",guess_suppose|hear_listen|door_gate|become_get|turn_spin_rotate|slowly_gradually,
28253,sk,1050,bicycle,A1,Cardinal numbers,Ty a tvoj bicykel ste dnes spravili desať ikonických selfie.,You and your bicycle made ten iconic selfies today.,You and your bicycle made ten iconic selfies today.,,ten,,exact,correct numeral target,active_agent,True,Ty a tvoj bicykel,,2pl,pl,,past,False,False,False,U,script,Ty a tvoj bicykel ste dnes spravili desať ikonických selfie.,bike_bicycle|cook_make|earn_make|make_create|prepare_make,
28266,sk,1050,bicycle,A2,Modal verb SHOULD,Štýlové: mal by si jazdiť na tom bicykli pri západe slnka častejšie.,You should ride that bicycle at sunset more often. Smooth.,You should ride that bicycle at sunset more often. Smooth.,,should,,exact,modal is the target,active_prodrop,False,,,3sg,sg,m,present,False,False,False,R,model,Štýlové: ty by si mal jazdiť na tom bicykli pri západe slnka častejšie.,ride_cycle|ride_drive_journey|bike_bicycle|often_frequently|smooth_even,
34058,sk,1598,neck,A2,Present Continuous,"Ona si šúcha krk, 10 minút pred termínom.","She is rubbing her neck, 10 minutes before the deadline.","She is rubbing her neck, 10 minutes before the deadline.",,is rubbing,,exact,full continuous verb phrase,active_agent,True,Ona,,3sg,sg,f,present,False,False,False,U,script,"Ona si šúcha krk, 10 minút pred termínom.",rub_massage|moment_minute_second|in_front_of_before,
37655,sk,3001,cattle,B1,Past Perfect Simple,"Kým sa kôň vzopäl, dobytok sa už presunul po planine.","By the time the horse reared up, the cattle had moved across the plain.","By the time the horse reared up, the cattle had moved across the plain.",,had moved,,exact,main-clause perfect verb phrase,active_agent,True,dobytok,kôň,3sg,sg,m,past,False,False,False,U,model,"Kým sa kôň vzopäl, dobytok sa už presunul po planine.",back_rear|move_budge|move_relocate|across_over,
34350,sk,1662,pharmacy,A1,Prepositions of place/time,"Lekáreň je otvorená v noci, takže nie je zatvorená.","The pharmacy is open at night, so it is not closed.","The pharmacy is open at night, so it is not closed.",,at,,exact,correct time preposition,active_agent,True,Lekáreň,,3sg,sg,f,present,False,False,False,U,script,"Lekáreň je otvorená v noci, takže nie je zatvorená.",open_unlock|close_shut|near_close,
32596,sk,2286,cartoon,A2,Past Simple,Minulú nedeľu novinový kreslený vtip ukázal muža s mopom.,Last Sunday the newspaper cartoon showed a man with a mop.,Last Sunday the newspaper cartoon showed a man with a mop.,,showed,,exact,main past verb,active_agent,True,novinový kreslený vtip,,3sg,sg,m,past,False,False,False,U,script,Minulú nedeľu novinový kreslený vtip ukázal muža s mopom.,last_final|show_demonstrate|show_display|show_play|show_programme|dude_mate_bro|man_guy,
22131,sk,1793,school,A1,TO BE,"Moja škola je veľká, stará a plná študentov.","My school is big, old and full of students.","My school is big, old and full of students.",,is,,exact,copula is the target,active_agent,True,Moja škola,,3sg,sg,f,present,False,False,False,U,script,"Moja škola je veľká, stará a plná študentov.",big_large|old_ancient|old_elderly|full_of_filled_with|full_stuffed,
22153,sk,1793,school,A2,"Must, Have to...",Zvoní. Musíš ísť rovno do triedy.,The bell is ringing. You must go to the classroom now.,The bell is ringing. You must go to the classroom now.,,must,,exact,modal is the target,active_prodrop,False,,,2sg,sg,,present,False,False,False,R,script,Zvoní. Ty musíš ísť rovno do triedy.,call_phone_ring|go_off_ring|strike_ring|leave_go|travel_go|now_right_now,
35964,sk,2834,tour,A1,Prepositions of place/time,Na svojej ceste je v noci dumplingy.,"On her tour, she eats dumplings at night.","On her tour, she eats dumplings at night.",,at,,exact,correct time preposition,active_prodrop,False,,,2pl,pl,,present,False,False,False,R,model,Na svojej ceste ona je v noci dumplingy.,trip_journey_tour|eat_have,
35966,sk,2834,tour,A2,Countable and uncountable,"Nudná cesta, samozrejme. Mala tam tak málo zábavy.","A boring tour, obviously. She had so little fun there.","A boring tour, obviously. She had so little fun there.",,fun,,exact,uncountable noun is target,active_prodrop,False,,,3sg,sg,f,past,False,False,False,R,model,"Nudná cesta, samozrejme. Mala tam tak málo zábavy.",boring_dull|put_up_with_tolerate|trip_journey_tour|small_little_tiny,model_rewrite_machine_check_fail
11792,sk,1042,beauty,A1,"This, That, These...",Tieto biele domy sú také krásne!,These white houses are so beautiful!,These white houses are so beautiful!,,These,,exact,correct demonstrative target,active_agent,True,Tieto biele domy,,3pl,pl,m,present,False,False,False,U,script,Tieto biele domy sú také krásne!,house_home|beautiful_pretty,
11810,sk,1042,beauty,A2,Adverb formation,Na teplej terase sa točí veľmi pomaly,She turns very slowly on the warm terrace.,She turns very slowly on the warm terrace.,,slowly,,exact,correct adverb target,active_prodrop,False,,,3sg,sg,,present,True,False,False,R,model,Na teplej terase sa ona točí veľmi pomaly,become_get|turn_spin_rotate|slowly_gradually,
30475,sk,2333,cook,A1,Singular and plural,Stoj! Nemôžeš uvariť osem klobás na jednej panvici!,Stop! You cannot cook eight sausages in one pan!,Stop! You cannot cook eight sausages in one pan!,,sausages,,exact,plural noun is target,active_prodrop,False,,,2sg,sg,,present,False,False,False,R,script,Stoj! Ty nemôžeš uvariť osem klobás na jednej panvici!,stop_quit|chef_cook|cook_make|pan_pot,
30484,sk,2333,cook,A2,Present Continuous,"Teplo robí jedlo horúcim, tak sa vajce práve teraz varí.","Heat makes food hot, so the egg is cooking right now.","Heat makes food hot, so the egg is cooking right now.",,is cooking,,exact,full continuous verb phrase,active_agent,True,vajce,,3sg,sg,n,present,False,False,False,U,script,"Teplo robí jedlo horúcim, tak sa vajce práve teraz varí.",cook_make|earn_make|make_create|prepare_make|dish_food_meal|hot_spicy|chef_cook|cook_make|exactly_just_right|now_right_now|right_correct|right_now_at_the_moment|now_right_now|right_now_at_the_moment,
39587,sk,420,fracture,B1,0 Conditional,"Keď má kosť zlomeninu, aj drobný pohyb spôsobuje hroznú bolesť!","If a bone has a fracture, even a tiny movement causes terrible pain!","If a bone has a fracture, even a tiny movement causes terrible pain!",,causes,,exact,result-clause verb is target,active_agent,True,drobný pohyb,kosť,3sg,sg,m,present,False,False,False,U,script,"Keď má kosť zlomeninu, aj drobný pohyb spôsobuje hroznú bolesť!",smooth_even|small_little_tiny|movement_motion|reason_cause|bad_terrible_awful|terrible_horrible_dreadful|pain_ache_hurt,
39592,sk,420,fracture,B2,Future Perfect Simple,"Do leta ty budeš mať túto zlomeninu za sebou, a úprimne, rešpekt.","By summer, you will have put this fracture behind you, and honestly, respect.","By summer, you will have put this fracture behind you, and honestly, respect.",,will have put,,exact,full future perfect phrase,active_agent,True,ty,,2sg,sg,,future,False,False,False,U,script,"Do leta ty budeš mať túto zlomeninu za sebou, a úprimne, rešpekt.",pack_put|put_place_set|stick_put|behind_at_the_back_of|honest_truthful,
28896,sk,1091,broom,A1,Singular and plural,Dom má v záhrade dve metly.,The house has two brooms in the garden.,The house has two brooms in the garden.,,brooms,,exact,plural noun is target,active_agent,True,Dom,,3sg,sg,m,present,False,False,False,U,script,Dom má v záhrade dve metly.,house_home|garden_yard,
28912,sk,1091,broom,A2,"There is, are","Na jednu metlu je veľa lístia, lebo stromy púšťajú lístie.","There are many leaves for one broom, because trees drop leaves.","There are many leaves for one broom, because trees drop leaves.",,are,,exact,existential verb is target,impersonal,False,,stromy,3sg,sg,,present,False,False,False,U,script,"Na jednu metlu je veľa lístia, lebo stromy púšťajú lístie.",forget_leave|go_away|leave_depart|leave_go|set_off_out|since_as|decrease_fall|drop_lower_reduce|drop_off|fall_drop|forget_leave|go_away|leave_depart|leave_go|set_off_out,
42450,sk,722,romantic,B1,Future Continuous,"Zajtra o tomto čase pár bude oslavovať romantickú novinku, ako to páry typicky robia.","At this time tomorrow, the pair will be celebrating the romantic news, as couples typically do.","At this time tomorrow, the pair will be celebrating the romantic news, as couples typically do.",,will be celebrating,,exact,full future continuous phrase,active_agent,True,pár,páry,3sg,sg,m,future,False,False,False,U,script,"Zajtra o tomto čase pár bude oslavovať romantickú novinku, ako to páry typicky robia.",,
42454,sk,722,romantic,B2,All Present Tenses,"Práve teraz dav tlieska, kým sa romantický pár objíma na moste.","Right now, the crowd is clapping as the romantic couple hugs on the bridge.","Right now, the crowd is clapping as the romantic couple hugs on the bridge.",,is clapping,,exact,full continuous verb phrase,active_agent,True,dav,romantický pár,3sg,sg,m,present,False,False,False,U,model,"Práve teraz dav tlieska, kým sa romantický pár objíma na moste.",exactly_just_right|now_right_now|right_correct|right_now_at_the_moment|now_right_now|right_now_at_the_moment|crowd_group|hall_crowd_audience|hug_embrace,
33438,sk,2521,hurt,A2,Modal verb SHOULD,"Toto je nočná mora! Ak to bolí, mal by si použiť viac ľadu!","This is a nightmare! If it hurts, you should use more ice!","This is a nightmare! If it hurts, you should use more ice!",,should,,exact,modal is the target,active_prodrop,False,,to,3sg,sg,m,present,False,False,False,R,model,"Toto je nočná mora! Ak to bolí, ty by si mal použiť viac ľadu!",hurt_ache|hurt_injure|upset_hurt|snow_frost,
33617,sk,1494,knee,A1,Present Simple,On ohýba kolená a klesá do drepu.,He bends his knees and drops into a squat.,He bends his knees and drops into a squat.,,bends,,exact,main present verb,active_agent,True,On,,3sg,sg,m,present,True,False,False,U,script,On ohýba kolená a klesá do drepu.,bend_bow|decrease_fall|drop_lower_reduce|drop_off|fall_drop,
33623,sk,1494,knee,A2,Basic conjunctions,"Skvelý pacient. Koleno ho bolelo, ale teraz robí drepy ako profík.","Great patient. His knee hurt, but now he squats like a pro.","Great patient. His knee hurt, but now he squats like a pro.",,but,,exact,conjunction is the target,active_agent,True,Koleno,,3sg,sg,n,past,False,False,False,U,script,"Skvelý pacient. Koleno ho bolelo, ale teraz robí drepy ako profík.",great_fantastic|hurt_ache|hurt_injure|upset_hurt|now_right_now|like_enjoy|like_such_as,
12758,sk,1121,cap,A1,Prepositions of place/time,Šiltovku si dá na horúcu hlavu.,He puts the cap on his hot head.,He puts the cap on his hot head.,,on,,exact,correct place preposition,active_prodrop,False,,,3sg,sg,,future,True,True,False,R,model,Šiltovku si on dá na horúcu hlavu.,pack_put|put_place_set|stick_put|hat_cap|hot_spicy,
12764,sk,1121,cap,A2,Future with WILL,Nasaď si ju a očiam bude lepšie.,Put it on and your eyes will feel better.,Put it on and your eyes will feel better.,,will,,exact,WILL is the target word,impersonal,False,,,3sg,sg,,future,False,False,False,U,model,Nasaď si ju a očiam bude lepšie.,pack_put|put_place_set|stick_put|feel_sense,
32585,sk,2318,cold,A1,HAVE GOT,Jej izba má veľmi studenú klimatizáciu.,Her room has got a very cold air conditioner.,Her room has got a very cold air conditioner.,,has got,,exact,full possessive verb phrase,active_agent,True,Jej izba,,3sg,sg,f,present,False,False,False,U,script,Jej izba má veľmi studenú klimatizáciu.,room_space|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|cold_chilly_cool|cold_freezing,
21940,sk,1783,sandwich,A1,HAVE GOT,Tá žena má drevenú dosku a dva plátky bieleho chleba.,The woman has got a wooden board and two slices of bread.,The woman has got a wooden board and two slices of bread.,The woman has got a wooden board and two slices of white bread.,has got,has got,exact,full possessive verb phrase,active_agent,True,Tá žena,,3sg,sg,f,present,False,False,False,U,script,Tá žena má drevenú dosku a dva plátky bieleho chleba.,woman_lady|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|wooden_wood|board_plank|chopping_board|cut_chop_slice|piece_slice,
21959,sk,1783,sandwich,A2,"There is, are",Na doske sú dve polovice sendviča.,There are two halves of the sandwich on the board.,There are two halves of the sandwich on the board.,,are,,exact,existential verb is target,active_agent,True,dve polovice sendviča,,3pl,pl,f,present,False,False,False,U,script,Na doske sú dve polovice sendviča.,board_plank|chopping_board,
5775,sk,334,degree,B1,Past Simple or Continuos,"Kráčala pozdĺž radov, keď sa jej tvár objavila na veľkej obrazovke.",She was walking along the rows when her face appeared on the jumbotron.,She was walking along the rows when her face appeared on the jumbotron.,,appeared,,exact,past simple event is target,active_prodrop,False,,jej tvár,3sg,sg,f,past,False,False,False,R,script,"Ona kráčala pozdĺž radov, keď sa jej tvár objavila na veľkej obrazovke.",hike_walk|walk_stroll|along_down|argument_fight_quarrel|fight_argue|face_expression|appear_show_up|appear_turn_up|look_seem_appear|seem_appear,
5804,sk,334,degree,B2,Articles advanced,"Ten diplom, ktorý drží, je prvý v jej rodine.",The degree she is holding is the first one in her family.,The degree she is holding is the first one in her family.,,The,,exact,definite article is target,active_agent,True,Ten diplom,,3sg,sg,m,present,False,False,False,U,script,"Ten diplom, ktorý drží, je prvý v jej rodine.",hold_carry|hold_stay_still|keep_hold|press_hold|family_relatives,
2926,sk,76,eerie,B1,Past Continuous,"Vietor zavýjal nad prázdnym nákladným nádražím, kým v oblakoch rástla červená žiara.",The wind was howling over the empty freight yard while the red glow grew in the clouds.,The wind was howling over the empty freight yard while the red glow grew in the clouds.,,was howling,,exact,full past continuous phrase,active_agent,True,Vietor,červená žiara,3sg,sg,m,past,False,False,False,U,model,"Vietor zavýjal nad prázdnym nákladným nádražím, kým v oblakoch rástla červená žiara.",wind_breeze|empty_clear|empty_deserted|empty_vacant|tip_empty|garden_yard|while_as|glow_shine|become_get|grow_get_bigger,
2949,sk,76,eerie,B2,Mixed Conditional,"Keby sa boli oblaky rozostúpili skôr, teraz by sme vedeli presne, čo je to za svetlo na oblohe.","If the clouds had cleared earlier, we would know exactly what that light in the sky is right now.","If the clouds had cleared earlier, we would know exactly what that light in the sky is right now.",,would know,,exact,result-clause conditional phrase,active_prodrop,False,,oblaky,1pl,pl,,present,False,False,False,R,model,"Keby sa boli oblaky rozostúpili skôr, teraz by sme my vedeli presne, čo je to za svetlo na oblohe.",empty_clear|exactly_just_right|precisely_exactly|light_bright|light_lighting|exactly_just_right|now_right_now|right_correct|right_now_at_the_moment|now_right_now|right_now_at_the_moment,
36196,sk,2117,village,A1,"My, Your, His,...",Deti mávajú zo svojho domu v dedine.,The children wave from their house in the village.,The children wave from their house in the village.,,their,,exact,possessive adjective is target,active_agent,True,Deti,,3pl,pl,n,present,False,False,False,U,script,Deti mávajú zo svojho domu v dedine.,children_kids|wave_signal|house_home,
23110,sk,1860,sleepy,A1,Present Simple,V nočnom vlaku vždy býva ospalá.,She always gets sleepy on the night train.,She always gets sleepy on the night train.,,gets,,exact,main present verb,active_prodrop,False,,,3sg,sg,f,present,False,False,False,R,model,V nočnom vlaku ona vždy býva ospalá.,always_all_the_time|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|exercise_work_out|teach_train|train_practise,
23127,sk,1860,sleepy,A2,"Much, Many, Some...",V nočnom vlaku nie je veľa ľudí.,There are not many people on the night train.,There are not many people on the night train.,,many,,exact,quantifier is the target,impersonal,False,,,3sg,sg,,present,False,False,False,U,script,V nočnom vlaku nie je veľa ľudí.,people_folk|exercise_work_out|teach_train|train_practise,
35900,sk,2010,time,A1,"A, AN, THE","Úprimne, ty kontroluješ čas na hodinkách ako profík.","Honestly, you check the time on your watch like a pro.","Honestly, you check the time on your watch like a pro.",,the,,exact,definite article is target,active_agent,True,ty,,2sg,sg,,present,False,False,False,U,script,"Úprimne, ty kontroluješ čas na hodinkách ako profík.",honest_truthful|bill_check_invoice|check_inspect|check_make_sure|look_at_watch|observe_watch|see_watch|like_enjoy|like_such_as,empty_correct_answer
35904,sk,2010,time,A2,"Much, Many, Some...",Ona nemá veľa času pred vlakom.,She has not got much time before the train.,She has not got much time before the train.,,much,,exact,quantifier is the target,active_agent,True,Ona,,3sg,sg,f,present,False,False,False,U,script,Ona nemá veľa času pred vlakom.,arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|in_front_of_before|exercise_work_out|teach_train|train_practise,
14003,sk,1205,cream,A1,TO BE,Smotana je hustá a biela.,The cream is thick and white.,The cream is thick and white.,,is,,exact,copula is the target,active_agent,True,Smotana,,3sg,sg,f,present,False,False,False,U,script,Smotana je hustá a biela.,thick_heavy,
14017,sk,1205,cream,A2,Present Continuous or Simple,"Zvyčajne kupuje šľahačku, ale dnes si ju šľahá sama.","She usually buys cream, but today she is whipping it herself.","She usually buys cream, but today she is whipping it herself.",,is whipping,,exact,full continuous verb phrase,active_prodrop,False,,,3sg,sg,f,present,False,False,False,R,script,"Zvyčajne ona kupuje šľahačku, ale dnes si ju šľahá sama.",ordinary_normal_usual|usually_normally|buy_get|buy_purchase,
33191,sk,2492,hand,A2,Present Continuous or Simple,"Zvyčajne podáva tašky, ale teraz podáva zákazníkovi mincu.","He usually hands over bags, but now he is handing the customer a coin.","He usually hands over bags, but now he is handing the customer a coin.",,is handing,,exact,full continuous verb phrase,active_prodrop,False,,,3sg,sg,,present,False,False,False,R,model,"Zvyčajne on podáva tašky, ale teraz podáva zákazníkovi mincu.",ordinary_normal_usual|usually_normally|give_hand|bag_handbag_purse|bag_sack|luggage_baggage|now_right_now|give_hand|customer_client,
41646,sk,3374,plastic,B1,0 Conditional,"Keď plast končí v rieke, len tam roky pláva, fakt, kámo.","If plastic ends up in a river, it just floats there for years, no cap, man.","If plastic ends up in a river, it just floats there for years, no cap, man.",,ends up,,exact,if-clause verb is target,active_prodrop,False,,plast,3sg,sg,,present,False,False,False,R,model,"Keď plast končí v rieke, on len tam roky pláva, fakt, kámo.",end_finish|river_stream|float_drift|hat_cap|dude_mate_bro|man_guy,
41651,sk,3374,plastic,B2,Future Perfect Simple,Do večera ona pozbiera všetok plast pri brehu.,"By evening, she will have collected all the plastic near the bank.","By evening, she will have collected all the plastic near the bank.",,will have collected,,exact,full future perfect phrase,active_agent,True,ona,,3sg,sg,f,future,False,True,False,U,script,Do večera ona pozbiera všetok plast pri brehu.,smooth_even|collect_gather|collect_pick_up|near_beside|near_close,
18809,sk,1562,melt,A1,Modal verb CAN,Dokáže horúca voda roztopiť ľad za minútu?,Can hot water melt ice in one minute?,Can hot water melt ice in one minute?,,Can,,exact,modal is the target,active_agent,True,horúca voda,,3sg,sg,f,present,False,False,False,U,model,Dokáže horúca voda roztopiť ľad za minútu?,hot_spicy|melt_thaw|snow_frost|moment_minute_second,
18818,sk,1562,melt,A2,Present or Past Simple,"Teraz roztápa ľad, ale predtým roztápala sneh.","She melts ice now, but before she melted snow.","She melts ice now, but before she melted snow.",,melted,,exact,past simple form is target,active_prodrop,False,,,3sg,sg,f,past,False,False,False,R,model,"Teraz ona roztápa ľad, ale predtým roztápala sneh.",melt_thaw|snow_frost|now_right_now|in_front_of_before|melt_thaw,
41768,sk,3384,position,B1,0 Conditional,"Keď držíš polohu tak sebaisto, ľudia si to vždy všimnú. Rešpekt.","If you hold a position that confidently, people always notice. Respect.","If you hold a position that confidently, people always notice. Respect.",,hold,,exact,if-clause verb is target,active_agent,True,ľudia,,3pl,pl,m,present,False,False,False,R,model,"Keď ty držíš polohu tak sebaisto, ľudia si to vždy všimnú. Rešpekt.",hold_carry|hold_stay_still|keep_hold|press_hold|job_work_position|people_folk|always_all_the_time|notice_see_realise|smell_notice|spot_notice_see,
42607,sk,3458,scan,B1,Present Perfect Continuous,"Kámo, ona skúma breh už desať minút, čo tam vôbec hľadá?","Dude, she has been scanning the shore for ten minutes, what's she even lookin' for?","Dude, she has been scanning the shore for ten minutes, what's she even lookin' for?",,has been scanning,,exact,full perfect continuous phrase,active_agent,True,ona,,3sg,sg,f,present,False,False,False,U,script,"Kámo, ona skúma breh už desať minút, čo tam vôbec hľadá?",dude_mate_bro|beach_shore_coast|moment_minute_second|smooth_even,
42616,sk,3458,scan,B2,All Future Tenses,"Týmto tempom ona preskúma celý štadión do polnoci. Rýchla práca, samozrejme.","At this rate, she will have scanned the whole stadium by midnight. A quick job, obviously.","At this rate, she will have scanned the whole stadium by midnight. A quick job, obviously.",,will have scanned,,exact,full future perfect phrase,active_agent,True,ona,,3sg,sg,f,future,False,True,False,U,script,"Týmto tempom ona preskúma celý štadión do polnoci. Rýchla práca, samozrejme.",whole_entire|quick_fast|job_work_position,
43359,sk,3521,speed,B1,Past Perfect Simple,"Vozidlo uháňalo po vidieckej ceste predtým, než bolo zaparkované pri dunách, ako bolo pozorované.","The vehicle had sped along the country road before it was parked by the dunes, as observed.","The vehicle had sped along the country road before it was parked by the dunes, as observed.",,had sped,,exact,main-clause perfect verb phrase,active_agent,True,Vozidlo,,3sg,sg,n,past,False,False,False,U,model,"Vozidlo uháňalo po vidieckej ceste predtým, než bolo zaparkované pri dunách, ako bolo pozorované.",car_vehicle|along_down|street_road|in_front_of_before|observe_watch,
43363,sk,3521,speed,B2,Relative clauses,"Muž, ktorého auto predtým uháňalo po ceste, k nemu prichádza.","The man, whose car was speeding along the road earlier, walks up to it.","The man, whose car was speeding along the road earlier, walks up to it.",,whose,,exact,relative pronoun is target,active_agent,True,Muž,ktorého auto,3sg,sg,m,present,False,False,False,U,model,"Muž, ktorého auto predtým uháňalo po ceste, k nemu prichádza.",dude_mate_bro|man_guy|car_vehicle|along_down|street_road|hike_walk|walk_stroll,
38510,sk,3084,departure,B1,"Used to, Would","Pred odletom kedysi bývala nervózna, ale teraz letiská zbožňuje.","She used to be nervous before a departure, but now she loves airports.","She used to be nervous before a departure, but now she loves airports.",,used to,,exact,structure marker is target,active_prodrop,False,,,3sg,sg,f,past,False,False,False,R,script,"Pred odletom kedysi ona bývala nervózna, ale teraz letiská zbožňuje.",worried_nervous_anxious|in_front_of_before|now_right_now|love_adore,
38513,sk,3084,departure,B2,All Present Tenses,"Takže vraj hovorí o svojom odlete, odkedy sem prišla.",Ok so apparently she has been talking about her departure since she got here.,Ok so apparently she has been talking about her departure since she got here.,,has been talking,,exact,full perfect continuous phrase,active_prodrop,False,,,3sg,sg,f,present,False,False,False,R,model,"Takže ona vraj hovorí o svojom odlete, odkedy sem prišla.",okay|apparently_supposedly|speak_talk|since_as|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get,
5870,sk,341,diploma,B1,2. Conditional,"Keby som mal taký talár, prešiel by som cez pódium dvakrát kvôli fotkám.","If I had a gown like that, I would cross the stage twice for the photos.","If I had a gown like that, I would cross the stage twice for the photos.",,would cross,,exact,result-clause conditional phrase,active_prodrop,False,,,1pl,pl,m,present,False,False,False,R,model,"Keby som mal taký talár, ja by som prešiel cez pódium dvakrát kvôli fotkám.",like_enjoy|like_such_as|angry_mad_furious|cross_go_across|photo_picture,
5890,sk,341,diploma,B2,Wish clauses,"Prial by si, aby dekan vyslovil jeho priezvisko správne — bolo to tesné.",He wishes the dean pronounced his surname properly — it was close.,He wishes the dean pronounced his surname properly — it was close.,,pronounced,,exact,wish-clause verb is target,active_prodrop,False,,dekan,3sg,sg,m,present,False,False,False,R,model,"On by si prial, aby dekan vyslovil jeho priezvisko správne — bolo to tesné.",close_shut|near_close,
33969,sk,1581,mother,A1,Cardinal numbers,Matka má tri hladné deti a jednu palacinku! Katastrofa!,The mother has got three hungry children and one pancake! Disaster!,The mother has got three hungry children and one pancake! Disaster!,,three,,exact,correct numeral target,active_agent,True,Matka,,3sg,sg,f,present,False,False,False,U,script,Matka má tri hladné deti a jednu palacinku! Katastrofa!,arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|children_kids|disaster_catastrophe,
33971,sk,1581,mother,A2,Future BE GOING TO,"Takže, matka sa chystá urobiť zajtra palacinky pre celú triedu, povedala.","Ok so the mother is going to make pancakes for the whole class tomorrow, she said.","Ok so the mother is going to make pancakes for the whole class tomorrow, she said.",,is going to make,,exact,full going-to verb phrase,active_agent,True,matka,,3sg,sg,f,future,False,False,False,R,model,"Takže, matka sa chystá urobiť zajtra palacinky pre celú triedu, povedala ona.",okay|leave_go|travel_go|cook_make|earn_make|make_create|prepare_make|whole_entire|lesson_class,
38083,sk,3043,copper,B1,0 Conditional,"Keď sa medené kotly zohrejú, kov sa rozťahuje.","If the copper vessels get hot, the metal expands.","If the copper vessels get hot, the metal expands.",,get,,exact,if-clause verb is target,active_agent,True,kov,medené kotly,3sg,sg,m,present,False,True,False,U,model,"Keď sa medené kotly zohrejú, kov sa rozťahuje.",arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|hot_spicy,
